,AggravatedAssault,Burglary,County,LarcenyTheft,Murder-Man-slaughter,Population3,Population4,Rape,Robbery,TotalPropertyCrime,TotalViolentCrime,VehicleTheft,Year3,Year4
0,110.5,282.4,Accomack County,917.8,6.1,"32,577","32,577",15.3,43.0,"1,347.6",175.0,147.3,2005,2005
1,68.4,220.7,Accomack County,"1,063.3",3.1,"32,165","32,165",34.2,59.1,"1,405.3",164.8,121.2,2004,2004
2,71.4,276.4,Accomack County,875.8,3.1,"32,199","32,199",37.3,62.1,"1,292.0",173.9,139.8,2003,2003
3,137.2,405.3,Accomack County,788.7,0.0,"32,077","32,077",21.8,106.0,"1,318.7",265.0,124.7,2002,2002
4,88.6,572.6,Accomack County,974.4,6.3,"31,609","31,609",25.3,129.7,"1,698.9",249.9,151.9,2001,2001
5,128.5,510.8,Accomack County,"1,223.9",3.2,"31,130","31,130",25.7,99.6,"1,956.3",257.0,221.7,2000,2000
6,77.1,250.5,Accomack County,558.8,0.0,"25,947","25,947",3.9,80.9,901.8,161.9,92.5,1995,1995
7,137.9,425.4,Accomack County,819.3,11.8,"25,386","25,386",31.5,11.8,"1,323.6",193.0,78.8,1990,1990
8,52.2,574.3,Accomack County,473.6,7.5,"26,816","26,816",18.6,14.9,"1,059.1",93.2,11.2,1985,1985
9,37.2,683.7,Accomack County,578.8,6.8,"29,546","29,546",6.8,10.2,"1,286.1",60.9,23.7,1980,1980
10,100.0,291.1,Albemarle County,"1,835.4",1.1,"90,006","90,006",35.6,28.9,"2,252.1",165.5,125.5,2005,2005
11,84.7,239.4,Albemarle County,"1,660.2",1.1,"88,542","88,542",32.8,22.6,"1,988.9",141.2,89.2,2004,2004
12,88.0,299.0,Albemarle County,"1,753.3",6.0,"82,930","82,930",42.2,21.7,"2,158.4",158.0,106.1,2003,2003
13,128.6,333.2,Albemarle County,"1,735.6",2.4,"81,643","81,643",31.8,23.3,"2,172.9",186.2,104.1,2002,2002
14,130.5,420.1,Albemarle County,"1,915.3",2.5,"80,459","80,459",18.6,24.9,"2,431.1",176.5,95.7,2001,2001
15,102.2,455.6,Albemarle County,"1,994.0",2.5,"79,236","79,236",27.8,21.5,"2,556.9",154.0,107.3,2000,2000
16,95.1,457.5,Albemarle County,"1,982.8",9.6,"72,574","72,574",19.3,23.4,"2,568.4",147.4,128.1,1995,1995
17,97.0,449.7,Albemarle County,"1,756.3",0.0,"68,040","68,040",23.5,16.2,"2,329.5",136.7,123.5,1990,1990
18,140.8,360.5,Albemarle County,"1,856.1",8.4,"59,641","59,641",8.4,16.8,"2,357.4",174.4,140.8,1985,1985
19,0.0,0.0,Albemarle County,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1980,1980
20,24.5,179.6,Alleghany County,375.4,0.0,"12,252","12,252",0.0,0.0,595.8,24.5,40.8,2005,2005
21,90.0,204.6,Alleghany County,581.0,0.0,"12,220","12,220",0.0,0.0,834.7,90.0,49.1,2004,2004
22,61.9,286.2,Alleghany County,618.9,0.0,"12,927","12,927",15.5,0.0,997.9,77.4,92.8,2003,2003
23,97.6,247.8,Alleghany County,705.8,7.5,"13,319","13,319",15.0,0.0,"1,066.1",120.1,112.6,2002,2002
24,114.3,243.8,Alleghany County,563.8,0.0,"13,125","13,125",7.6,7.6,845.7,129.5,38.1,2001,2001
25,410.0,270.8,Alleghany County,603.4,0.0,"12,926","12,926",7.7,15.5,920.6,433.2,46.4,2000,2000
26,31.7,332.9,Alleghany County,958.9,0.0,"12,618","12,618",0.0,23.8,"1,355.2",55.5,63.4,1995,1995
27,54.9,329.2,Alleghany County,932.7,15.7,"12,759","12,759",15.7,7.8,"1,379.4",94.1,117.6,1990,1990
28,22.6,233.1,Alleghany County,714.4,7.5,"13,297","13,297",15.0,22.6,"1,000.2",67.7,52.6,1985,1985
29,84.0,727.6,Alleghany County,"1,182.3",7.0,"14,294","14,294",14.0,0.0,"1,972.9",104.9,63.0,1980,1980
30,41.3,190.1,Amelia County,471.0,8.3,"12,101","12,101",33.1,0.0,"1,239.6",82.6,578.5,2005,2005
31,75.9,92.8,Amelia County,657.7,0.0,"11,859","11,859",8.4,8.4,868.5,92.8,118.1,2004,2004
32,16.9,278.2,Amelia County,708.1,8.4,"11,863","11,863",8.4,8.4,"1,053.7",42.1,67.4,2003,2003
33,59.6,289.5,Amelia County,715.1,8.5,"11,746","11,746",8.5,25.5,"1,081.2",102.2,76.6,2002,2002
34,51.8,276.4,Amelia County,604.7,0.0,"11,576","11,576",34.6,8.6,976.2,95.0,95.0,2001,2001
35,43.9,175.4,Amelia County,570.2,8.8,"11,400","11,400",0.0,8.8,789.5,61.4,43.9,2000,2000
36,72.6,300.9,Amelia County,643.4,0.0,"9,637","9,637",31.1,0.0,"1,027.3",103.8,83.0,1995,1995
37,45.5,341.4,Amelia County,864.9,22.8,"8,787","8,787",11.4,11.4,"1,331.5",91.0,125.2,1990,1990
38,226.1,428.4,Amelia County,440.3,11.9,"8,404","8,404",59.5,11.9,904.3,309.4,35.7,1985,1985
39,95.9,395.5,Amelia County,347.6,0.0,"8,344","8,344",0.0,0.0,803.0,95.9,59.9,1980,1980
40,79.5,175.6,Amherst County,937.4,3.3,"30,189","30,189",16.6,26.5,"1,189.2",125.9,76.2,2005,2005
41,50.1,156.8,Amherst County,871.0,3.3,"29,966","29,966",33.4,33.4,"1,131.3",120.1,103.5,2004,2004
42,29.9,179.3,Amherst County,846.5,3.3,"30,123","30,123",26.6,16.6,"1,125.4",76.4,99.6,2003,2003
43,49.1,167.0,Amherst County,834.9,6.5,"30,543","30,543",16.4,6.5,"1,067.3",78.6,65.5,2002,2002
44,86.4,202.7,Amherst County,930.2,0.0,"30,100","30,100",33.2,23.3,"1,245.8",142.9,113.0,2001,2001
45,60.7,151.8,Amherst County,711.8,13.5,"29,643","29,643",13.5,0.0,914.2,87.7,50.6,2000,2000
46,150.5,374.4,Amherst County,"1,053.2",10.5,"28,579","28,579",21.0,14.0,"1,483.6",195.9,56.0,1995,1995
47,247.1,305.3,Amherst County,"1,606.2",3.6,"27,518","27,518",3.6,36.3,"1,966.0",290.7,54.5,1990,1990
48,201.0,257.4,Amherst County,878.0,3.5,"28,361","28,361",17.6,0.0,"1,198.8",222.1,63.5,1985,1985
49,171.7,776.1,Amherst County,"1,455.5",3.6,"27,962","27,962",14.3,42.9,"2,317.4",232.5,85.8,1980,1980
50,28.3,191.3,Appomattox County,559.7,7.1,"14,114","14,114",7.1,14.2,857.3,56.7,106.3,2005,2005
51,79.4,158.9,Appomattox County,534.5,0.0,"13,846","13,846",14.4,28.9,707.8,122.8,14.4,2004,2004
52,14.4,223.5,Appomattox County,778.7,0.0,"13,870","13,870",36.0,14.4,"1,045.4",64.9,43.3,2003,2003
53,28.3,113.3,Appomattox County,545.3,0.0,"14,121","14,121",21.2,28.3,665.7,77.9,7.1,2002,2002
54,93.4,150.9,Appomattox County,618.0,0.0,"13,916","13,916",28.7,0.0,812.0,122.2,43.1,2001,2001
55,29.2,131.3,Appomattox County,693.2,7.3,"13,705","13,705",7.3,7.3,875.6,51.1,51.1,2000,2000
56,469.9,125.3,Appomattox County,540.3,15.7,"12,770","12,770",0.0,0.0,689.1,485.5,23.5,1995,1995
57,162.6,252.1,Appomattox County,609.9,0.0,"12,298","12,298",8.1,8.1,894.5,178.9,32.5,1990,1990
58,0.0,245.0,Appomattox County,535.4,0.0,"11,020","11,020",18.1,9.1,843.9,27.2,63.5,1985,1985
59,75.2,334.4,Appomattox County,752.4,8.4,"11,961","11,961",8.4,0.0,"1,111.9",92.0,25.1,1980,1980
60,107.5,184.3,Arlington County,"1,931.1",2.6,"188,802","188,802",18.5,85.8,"2,333.7",214.5,218.2,2005,2005
61,105.4,186.6,Arlington County,"2,008.5",1.1,"189,742","189,742",14.2,94.3,"2,451.2",215.0,256.1,2004,2004
62,105.0,187.7,Arlington County,"1,995.9",2.1,"192,343","192,343",15.1,107.1,"2,491.9",229.3,308.3,2003,2003
63,93.2,215.2,Arlington County,"2,381.0",3.1,"195,209","195,209",16.9,107.6,"2,933.3",220.8,337.1,2002,2002
64,84.2,254.7,Arlington County,"2,514.3",1.6,"192,376","192,376",13.0,102.9,"3,086.7",201.7,317.6,2001,2001
65,52.8,116.1,Arlington County,973.3,0.5,"189,453","189,453",9.0,38.0,"1,212.4",100.3,123.0,2000,2000
66,245.5,526.8,Arlington County,"4,447.1",6.2,"176,361","176,361",19.8,179.2,"5,747.3",450.8,773.4,1995,1995
67,196.0,868.2,Arlington County,"4,535.0",7.0,"170,936","170,936",26.9,234.0,"6,004.6",463.9,601.4,1990,1990
68,234.4,935.1,Arlington County,"3,147.8",4.5,"156,140","156,140",32.0,216.5,"4,496.0",487.4,413.1,1985,1985
69,185.7,"1,415.5",Arlington County,"3,977.4",5.9,"151,885","151,885",36.9,247.6,"5,818.2",476.0,425.3,1980,1980
70,81.7,193.5,Augusta County,729.6,8.6,"69,762","69,762",8.6,12.9,980.5,111.8,57.3,2005,2005
71,95.5,254.1,Augusta County,889.9,5.9,"68,094","68,094",10.3,14.7,"1,240.9",126.3,96.9,2004,2004
72,53.0,243.0,Augusta County,998.6,4.4,"67,895","67,895",23.6,5.9,"1,318.2",86.9,76.6,2003,2003
73,74.0,187.9,Augusta County,752.9,5.9,"67,604","67,604",19.2,8.9,"1,011.8",108.0,71.0,2002,2002
74,90.1,190.6,Augusta County,921.6,3.0,"66,623","66,623",13.5,10.5,"1,161.8",117.1,49.5,2001,2001
75,86.9,277.4,Augusta County,813.9,3.0,"65,611","65,611",12.2,7.6,"1,127.9",109.7,36.6,2000,2000
76,49.6,364.3,Augusta County,"1,099.7",3.4,"58,473","58,473",6.8,6.8,"1,530.6",66.7,66.7,1995,1995
77,124.4,287.1,Augusta County,"1,271.1",9.1,"54,677","54,677",16.5,0.0,"1,646.0",150.0,87.8,1990,1990
78,39.7,395.4,Augusta County,973.1,1.8,"55,388","55,388",10.8,10.8,"1,437.1",63.2,68.6,1985,1985
79,28.0,348.7,Augusta County,"1,210.1",11.2,"53,631","53,631",0.0,16.8,"1,611.0",55.9,52.2,1980,1980
80,0.0,0.0,Bath County,0.0,0.0,"5,056","5,056",0.0,0.0,0.0,0.0,0.0,2005,2005
81,0.0,19.8,Bath County,39.5,0.0,"5,063","5,063",0.0,0.0,59.3,0.0,0.0,2004,2004
82,0.0,0.0,Bath County,0.0,0.0,"5,127","5,127",0.0,0.0,0.0,0.0,0.0,2003,2003
83,0.0,19.2,Bath County,57.7,0.0,"5,201","5,201",0.0,0.0,76.9,0.0,0.0,2002,2002
84,0.0,156.1,Bath County,429.2,0.0,"5,126","5,126",0.0,0.0,604.8,0.0,19.5,2001,2001
85,19.8,158.5,Bath County,336.8,0.0,"5,048","5,048",0.0,0.0,495.2,19.8,0.0,2000,2000
86,0.0,530.4,Bath County,652.8,0.0,"4,902","4,902",0.0,20.4,"1,203.6",20.4,20.4,1995,1995
87,62.5,416.8,Bath County,729.3,0.0,"4,799","4,799",20.8,20.8,"1,229.4",104.2,83.4,1990,1990
88,73.2,347.5,Bath County,310.9,0.0,"5,468","5,468",0.0,0.0,695.0,73.2,36.6,1985,1985
89,51.9,744.5,Bath County,917.6,0.0,"5,776","5,776",0.0,17.3,"1,748.6",69.3,86.6,1980,1980
90,69.5,214.8,Bedford County,879.3,1.5,"64,708","64,708",17.0,7.7,"1,145.1",95.8,51.0,2005,2005
91,64.8,229.1,Bedford County,798.0,0.0,"63,285","63,285",22.1,3.2,"1,084.0",90.1,56.9,2004,2004
92,60.6,188.3,Bedford County,847.4,0.0,"62,662","62,662",12.8,4.8,"1,113.9",78.2,78.2,2003,2003
93,54.7,263.6,Bedford County,"1,024.0",0.0,"62,205","62,205",32.2,4.8,"1,390.6",91.6,102.9,2002,2002
94,73.4,244.7,Bedford County,"1,079.9",0.0,"61,303","61,303",14.7,3.3,"1,375.1",91.3,50.6,2001,2001
95,72.9,154.0,Bedford County,606.3,3.3,"60,371","60,371",18.2,3.3,786.8,97.7,26.5,2000,2000
96,32.6,380.1,Bedford County,"1,017.3",5.8,"52,097","52,097",3.8,1.9,"1,433.9",44.1,36.5,1995,1995
97,48.2,438.1,Bedford County,779.7,2.2,"45,656","45,656",8.8,2.2,"1,292.3",61.3,74.5,1990,1990
98,42.8,396.1,Bedford County,628.9,13.4,"37,364","37,364",8.0,13.4,"1,043.8",77.6,18.7,1985,1985
99,74.7,686.5,Bedford County,660.7,11.5,"34,814","34,814",20.1,11.5,"1,396.0",117.8,48.8,1980,1980
100,0.0,252.3,Bland County,532.6,0.0,"7,135","7,135",14.0,0.0,869.0,14.0,84.1,2005,2005
101,0.0,611.3,Bland County,483.4,0.0,"7,034","7,034",0.0,28.4,"1,151.5",28.4,56.9,2004,2004
102,0.0,399.8,Bland County,399.8,0.0,"7,004","7,004",0.0,0.0,899.5,0.0,99.9,2003,2003
103,14.1,268.4,Bland County,522.6,0.0,"7,080","7,080",0.0,14.1,833.3,28.2,42.4,2002,2002
104,14.3,487.3,Bland County,559.0,0.0,"6,977","6,977",0.0,0.0,"1,060.6",14.3,14.3,2001,2001
105,0.0,291.1,Bland County,393.0,0.0,"6,871","6,871",0.0,0.0,698.6,0.0,14.6,2000,2000
106,43.8,87.7,Bland County,467.5,0.0,"6,845","6,845",29.2,0.0,569.8,73.0,14.6,1995,1995
107,30.7,537.3,Bland County,921.1,0.0,"6,514","6,514",0.0,0.0,"1,519.8",30.7,61.4,1990,1990
108,15.2,121.5,Bland County,106.4,0.0,"6,582","6,582",0.0,0.0,243.1,15.2,15.2,1985,1985
109,15.8,299.4,Bland County,0.0,15.8,"6,346","6,346",0.0,15.8,299.4,47.3,0.0,1980,1980
110,71.3,124.1,Botetourt County,"1,141.6",6.2,"32,236","32,236",6.2,3.1,"1,352.5",86.9,86.9,2005,2005
111,85.0,125.9,Botetourt County,"1,010.7",0.0,"31,761","31,761",6.3,6.3,"1,187.0",97.6,50.4,2004,2004
112,72.6,173.7,Botetourt County,798.9,6.3,"31,670","31,670",25.3,6.3,"1,019.9",110.5,47.4,2003,2003
113,41.4,111.4,Botetourt County,843.4,6.4,"31,422","31,422",12.7,3.2,"1,024.8",63.6,70.0,2002,2002
114,77.5,135.6,Botetourt County,"1,088.3",0.0,"30,967","30,967",22.6,19.4,"1,314.3",119.5,90.4,2001,2001
115,59.0,121.3,Botetourt County,911.6,6.6,"30,496","30,496",32.8,3.3,"1,108.3",101.7,75.4,2000,2000
116,44.6,174.9,Botetourt County,725.5,0.0,"26,878","26,878",7.4,11.2,971.1,63.2,70.7,1995,1995
117,16.8,298.7,Botetourt County,"1,262.1",4.2,"23,770","23,770",21.0,8.4,"1,636.5",50.5,75.7,1990,1990
118,39.2,382.9,Botetourt County,939.8,4.4,"22,984","22,984",13.1,8.7,"1,409.7",65.3,87.0,1985,1985
119,17.2,849.3,Botetourt County,"1,235.3",4.3,"23,314","23,314",0.0,4.3,"2,187.5",25.7,102.9,1980,1980
120,87.2,366.2,Brunswick County,680.0,11.6,"17,205","17,205",11.6,5.8,"1,162.5",116.2,116.2,2005,2005
121,29.2,414.3,Brunswick County,846.1,5.8,"17,137","17,137",11.7,11.7,"1,453.0",58.4,192.6,2004,2004
122,69.7,429.7,Brunswick County,859.5,11.6,"17,220","17,220",0.0,23.2,"1,370.5",104.5,81.3,2003,2003
123,45.3,101.9,Brunswick County,288.7,0.0,"17,666","17,666",0.0,5.7,418.9,50.9,28.3,2002,2002
124,63.2,114.9,Brunswick County,287.2,0.0,"17,408","17,408",0.0,5.7,448.1,68.9,46.0,2001,2001
125,17.5,204.2,Brunswick County,326.6,11.7,"17,144","17,144",11.7,0.0,589.1,40.8,58.3,2000,2000
126,249.4,357.2,Brunswick County,444.9,0.0,"14,836","14,836",13.5,6.7,802.1,269.6,0.0,1995,1995
127,137.9,551.7,Brunswick County,551.7,6.9,"14,501","14,501",20.7,13.8,"1,110.3",179.3,6.9,1990,1990
128,161.4,692.7,Brunswick County,531.3,13.4,"14,870","14,870",6.7,0.0,"1,250.8",181.6,26.9,1985,1985
129,0.0,0.0,Brunswick County,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1980,1980
130,154.9,758.3,Buchanan County,"1,182.4",4.1,"24,527","24,527",28.5,20.4,"2,148.7",207.9,207.9,2005,2005
131,141.1,793.9,Buchanan County,"1,434.7",24.2,"24,813","24,813",44.3,32.2,"2,426.1",241.8,197.5,2004,2004
132,134.6,831.3,Buchanan County,"1,405.3",7.9,"25,261","25,261",15.8,19.8,"2,442.5",178.1,205.9,2003,2003
133,127.5,746.4,Buchanan County,"1,121.5",3.8,"26,660","26,660",18.8,30.0,"2,006.8",180.0,138.8,2002,2002
134,224.6,700.4,Buchanan County,"1,042.9",0.0,"26,272","26,272",7.6,0.0,"1,827.0",232.2,83.7,2001,2001
135,181.7,297.6,Buchanan County,440.6,7.7,"25,873","25,873",0.0,7.7,765.3,197.1,27.1,2000,2000
136,167.6,355.2,Buchanan County,418.9,0.0,"29,839","29,839",3.4,0.0,894.8,170.9,120.6,1995,1995
137,126.5,246.4,Buchanan County,512.9,0.0,"30,028","30,028",10.0,0.0,905.8,136.5,146.5,1990,1990
138,0.0,169.1,Buchanan County,212.7,2.7,"36,670","36,670",2.7,0.0,420.0,5.5,38.2,1985,1985
139,30.8,212.7,Buchanan County,14.0,16.8,"35,723","35,723",0.0,2.8,240.7,50.4,14.0,1980,1980
140,74.3,359.2,Buckingham County,681.2,6.2,"16,149","16,149",12.4,18.6,"1,127.0",111.5,86.7,2005,2005
141,93.8,250.0,Buckingham County,831.4,0.0,"15,997","15,997",12.5,12.5,"1,144.0",118.8,62.5,2004,2004
142,119.0,269.3,Buckingham County,663.8,12.5,"15,968","15,968",0.0,0.0,939.4,131.5,6.3,2003,2003
143,155.3,391.4,Buckingham County,826.2,0.0,"16,098","16,098",12.4,6.2,"1,223.8",173.9,6.2,2002,2002
144,113.5,516.9,Buckingham County,863.6,0.0,"15,864","15,864",31.5,18.9,"1,418.3",163.9,37.8,2001,2001
145,102.4,422.5,Buckingham County,633.7,12.8,"15,623","15,623",32.0,12.8,"1,081.7",160.0,25.6,2000,2000
146,113.3,453.3,Buckingham County,445.8,0.0,"13,236","13,236",7.6,30.2,936.8,151.1,37.8,1995,1995
147,326.3,714.7,Buckingham County,644.8,0.0,"12,873","12,873",38.8,7.8,"1,483.7",372.9,124.3,1990,1990
148,74.7,589.2,Buckingham County,514.5,0.0,"12,050","12,050",24.9,16.6,"1,136.9",116.2,33.2,1985,1985
149,246.7,459.4,Buckingham County,314.8,17.0,"11,755","11,755",0.0,0.0,816.7,263.7,42.5,1980,1980
150,102.6,326.6,Campbell County,"1,168.2",0.0,"47,764","47,764",27.2,14.7,"1,622.6",144.5,127.7,2005,2005
151,86.8,281.7,Campbell County,870.5,2.1,"47,212","47,212",29.7,21.2,"1,241.2",139.8,89.0,2004,2004
152,111.7,210.8,Campbell County,904.4,0.0,"47,436","47,436",19.0,14.8,"1,174.2",145.5,59.0,2003,2003
153,121.3,407.9,Campbell County,"1,370.2",6.3,"47,803","47,803",27.2,25.1,"1,939.2",179.9,161.1,2002,2002
154,72.2,301.4,Campbell County,948.8,0.0,"47,110","47,110",23.3,21.2,"1,398.9",116.7,148.6,2001,2001
155,94.8,284.5,Campbell County,"1,125.1",2.2,"46,394","46,394",25.9,19.4,"1,513.1",142.3,103.5,2000,2000
156,392.2,387.7,Campbell County,"1,456.0",0.0,"44,367","44,367",13.5,13.5,"1,945.1",419.2,101.4,1995,1995
157,192.8,430.2,Campbell County,"1,238.8",7.1,"42,542","42,542",37.6,4.7,"1,741.8",242.1,72.9,1990,1990
158,97.1,325.1,Campbell County,"1,050.6",0.0,"41,215","41,215",17.0,2.4,"1,458.2",116.5,82.5,1985,1985
159,34.9,301.5,Campbell County,712.6,10.0,"40,132","40,132",12.5,7.5,"1,051.5",64.8,37.4,1980,1980
160,359.1,175.3,Caroline County,"1,205.6",4.3,"23,390","23,390",51.3,17.1,"1,428.0",431.8,47.0,2005,2005
161,333.8,124.6,Caroline County,734.4,0.0,"22,466","22,466",26.7,17.8,957.0,378.3,97.9,2004,2004
162,377.9,200.4,Caroline County,487.2,13.7,"21,961","21,961",27.3,27.3,742.2,446.2,54.6,2003,2003
163,201.6,192.4,Caroline County,435.2,0.0,"21,827","21,827",73.3,18.3,650.6,293.2,22.9,2002,2002
164,339.3,237.1,Caroline County,794.9,0.0,"21,512","21,512",60.4,41.8,"1,050.6",441.6,18.6,2001,2001
165,302.1,349.3,Caroline County,637.2,18.9,"21,185","21,185",42.5,18.9,"1,038.5",382.3,51.9,2000,2000
166,314.0,324.0,Caroline County,802.4,0.0,"20,064","20,064",49.8,34.9,"1,146.3",398.7,19.9,1995,1995
167,146.0,481.3,Caroline County,"1,476.5",10.8,"18,490","18,490",43.3,27.0,"2,103.8",227.1,146.0,1990,1990
168,191.9,383.7,Caroline County,317.9,5.5,"18,242","18,242",27.4,32.9,734.6,257.6,32.9,1985,1985
169,186.5,480.4,Caroline County,570.8,0.0,"17,695","17,695",33.9,50.9,"1,068.1",271.3,17.0,1980,1980
170,99.5,530.6,Carroll County,854.9,3.7,"27,139","27,139",14.7,22.1,"1,555.0",140.0,169.5,2005,2005
171,126.7,361.4,Carroll County,666.9,3.7,"26,841","26,841",7.5,14.9,"1,173.6",152.8,145.3,2004,2004
172,149.9,547.3,Carroll County,862.2,3.7,"26,676","26,676",7.5,11.2,"1,544.5",172.4,135.0,2003,2003
173,91.1,357.1,Carroll County,797.9,3.6,"27,446","27,446",18.2,10.9,"1,249.7",123.9,94.7,2002,2002
174,92.4,465.8,Carroll County,820.7,0.0,"27,049","27,049",14.8,18.5,"1,408.6",125.7,122.0,2001,2001
175,120.1,390.4,Carroll County,878.4,7.5,"26,638","26,638",18.8,18.8,"1,430.3",165.2,161.4,2000,2000
176,112.0,425.0,Carroll County,540.9,0.0,"25,883","25,883",11.6,3.9,"1,077.9",127.5,112.0,1995,1995
177,48.8,467.7,Carroll County,492.2,0.0,"24,586","24,586",8.1,4.1,"1,025.0",61.0,65.1,1990,1990
178,7.6,272.2,Carroll County,317.6,0.0,"26,450","26,450",7.6,7.6,623.8,22.7,34.0,1985,1985
179,56.1,444.6,Carroll County,272.3,4.0,"24,969","24,969",8.0,4.0,785.0,72.1,68.1,1980,1980
180,41.5,41.5,Charles City County,110.8,13.8,"7,223","7,223",13.8,27.7,152.3,96.9,0.0,2005,2005
181,41.7,180.8,Charles City County,236.5,0.0,"7,189","7,189",0.0,0.0,445.1,41.7,27.8,2004,2004
182,95.5,218.3,Charles City County,245.5,0.0,"7,331","7,331",0.0,27.3,504.7,122.8,40.9,2003,2003
183,182.1,238.2,Charles City County,448.4,0.0,"7,137","7,137",0.0,0.0,770.6,182.1,84.1,2002,2002
184,42.7,128.0,Charles City County,128.0,0.0,"7,033","7,033",0.0,0.0,298.6,42.7,42.7,2001,2001
185,0.0,0.0,Charles City County,0.0,0.0,"6,926","6,926",0.0,0.0,0.0,0.0,0.0,2000,2000
186,44.6,29.7,Charles City County,252.8,0.0,"6,726","6,726",0.0,0.0,297.4,44.6,14.9,1995,1995
187,47.8,589.0,Charles City County,254.7,0.0,"6,282","6,282",15.9,0.0,891.4,63.7,47.8,1990,1990
188,88.4,280.1,Charles City County,353.8,0.0,"6,784","6,784",14.7,0.0,648.6,103.2,14.7,1985,1985
189,44.8,403.6,Charles City County,239.2,0.0,"6,690","6,690",29.9,0.0,642.8,74.7,0.0,1980,1980
190,103.2,230.3,Charlotte County,230.3,7.9,"12,591","12,591",23.8,7.9,556.0,143.0,95.3,2005,2005
