,AggravatedAssault,Burglary,County,LarcenyTheft,Murder-Man-slaughter,Population3,Population4,Rape,Robbery,TotalPropertyCrime,TotalViolentCrime,VehicleTheft,Year3,Year4
760,219.5,314.5,Roanoke County,"1,000.1",1.2,"81,090","81,090",25.9,14.8,"1,396.0",261.4,81.4,2005,2005
761,217.7,228.9,Roanoke County,"1,016.5",1.2,"80,372","80,372",21.2,7.5,"1,368.6",247.6,123.2,2004,2004
762,215.7,311.6,Roanoke County,"1,125.4",1.3,"79,263","79,263",16.4,20.2,"1,559.4",253.6,122.4,2003,2003
763,187.9,262.5,Roanoke County,990.5,7.5,"80,366","80,366",31.1,13.7,"1,357.5",240.2,104.5,2002,2002
764,190.7,262.6,Roanoke County,976.0,0.0,"79,200","79,200",26.5,20.2,"1,333.3",237.4,94.7,2001,2001
765,189.8,180.8,Roanoke County,"1,007.7",1.3,"77,996","77,996",19.2,14.1,"1,273.1",224.4,84.6,2000,2000
766,118.5,312.5,Roanoke County,"1,505.9",1.3,"74,243","74,243",24.2,28.3,"1,895.1",172.4,76.8,1995,1995
767,145.1,415.8,Roanoke County,"1,931.2",2.8,"71,667","71,667",11.2,27.9,"2,451.6",187.0,104.7,1990,1990
768,0.0,0.0,Roanoke County,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1985,1985
769,0.0,0.0,Roanoke County,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1980,1980
770,29.5,181.8,Rockbridge County,"1,031.7",0.0,"20,355","20,355",24.6,9.8,"1,247.9",63.9,34.4,2005,2005
771,29.8,307.7,Rockbridge County,"1,146.5",0.0,"20,148","20,148",39.7,0.0,"1,508.8",69.5,54.6,2004,2004
772,0.0,0.0,Rockbridge County,0.0,0.0,"20,005","20,005",0.0,0.0,0.0,0.0,0.0,2003,2003
773,9.8,34.4,Rockbridge County,127.7,0.0,"20,364","20,364",4.9,0.0,181.7,14.7,19.6,2002,2002
774,74.7,363.8,Rockbridge County,817.3,0.0,"20,067","20,067",44.8,19.9,"1,235.9",139.5,54.8,2001,2001
775,70.8,207.5,Rockbridge County,900.7,10.1,"19,762","19,762",35.4,30.4,"1,234.7",146.7,126.5,2000,2000
776,31.2,442.2,Rockbridge County,"1,623.1",10.4,"19,222","19,222",15.6,5.2,"2,127.8",62.4,62.4,1995,1995
777,81.7,566.8,Rockbridge County,"2,038.1",0.0,"18,350","18,350",10.9,5.4,"2,643.1",98.1,38.1,1990,1990
778,21.8,452.9,Rockbridge County,"1,151.2",5.5,"18,328","18,328",0.0,10.9,"1,642.3",38.2,38.2,1985,1985
779,151.0,883.8,Rockbridge County,"2,080.8",5.6,"17,878","17,878",5.6,0.0,"3,014.9",162.2,50.3,1980,1980
780,23.2,196.3,Rockingham County,374.7,0.0,"56,038","56,038",17.8,1.8,594.2,42.8,23.2,2005,2005
781,21.8,219.8,Rockingham County,392.3,1.8,"55,058","55,058",18.2,1.8,648.4,43.6,36.3,2004,2004
782,27.4,230.3,Rockingham County,382.0,0.0,"54,712","54,712",27.4,1.8,647.0,56.7,34.7,2003,2003
783,23.8,133.4,Rockingham County,263.2,1.8,"54,708","54,708",21.9,5.5,420.4,53.0,23.8,2002,2002
784,22.3,163.2,Rockingham County,311.6,1.9,"53,913","53,913",13.0,5.6,504.5,42.7,29.7,2001,2001
785,13.2,192.1,Rockingham County,363.5,1.9,"53,095","53,095",9.4,3.8,572.6,28.3,17.0,2000,2000
786,7.7,254.2,Rockingham County,537.4,5.8,"51,918","51,918",13.5,1.9,805.1,28.9,13.5,1995,1995
787,26.4,168.5,Rockingham County,444.6,2.0,"49,253","49,253",8.1,4.1,627.4,40.6,14.2,1990,1990
788,31.4,267.7,Rockingham County,409.9,2.1,"47,814","47,814",23.0,2.1,686.0,58.6,8.4,1985,1985
789,49.3,384.5,Rockingham County,702.0,2.0,"50,715","50,715",15.8,15.8,"1,102.2",82.8,15.8,1980,1980
790,136.6,506.2,Russell County,879.9,0.0,"24,889","24,889",4.0,24.1,"1,538.8",164.7,152.7,2005,2005
791,145.4,307.0,Russell County,969.5,4.0,"24,755","24,755",32.3,32.3,"1,413.9",214.1,137.3,2004,2004
792,12.0,437.6,Russell County,646.4,0.0,"24,909","24,909",8.0,8.0,"1,176.3",28.1,92.3,2003,2003
793,15.0,277.6,Russell County,889.0,3.8,"26,658","26,658",7.5,0.0,"1,252.9",26.3,86.3,2002,2002
794,7.6,266.4,Russell County,658.5,0.0,"26,273","26,273",11.4,11.4,978.2,30.4,53.3,2001,2001
795,61.8,201.0,Russell County,282.1,0.0,"25,874","25,874",7.7,0.0,541.1,69.6,58.0,2000,2000
796,12.1,152.7,Russell County,204.9,0.0,"24,890","24,890",0.0,0.0,413.8,12.1,56.2,1995,1995
797,37.0,156.2,Russell County,304.1,8.2,"24,331","24,331",4.1,8.2,530.2,57.5,69.9,1990,1990
798,0.0,258.0,Russell County,205.0,0.0,"28,295","28,295",0.0,0.0,494.8,0.0,31.8,1985,1985
799,92.0,343.1,Russell County,332.5,3.5,"28,268","28,268",3.5,17.7,792.4,116.7,116.7,1980,1980
800,115.6,452.3,Scott County,"1,301.7",5.0,"19,897","19,897",25.1,25.1,"1,904.8",170.9,150.8,2005,2005
801,136.3,408.9,Scott County,"1,418.4",0.0,"19,811","19,811",30.3,35.3,"1,963.6",201.9,136.3,2004,2004
802,120.2,585.9,Scott County,"1,046.7",10.0,"19,968","19,968",20.0,10.0,"1,732.8",160.3,100.2,2003,2003
803,97.5,365.6,Scott County,"1,189.3",4.9,"20,516","20,516",24.4,9.7,"1,647.5",136.5,92.6,2002,2002
804,74.2,489.7,Scott County,"1,360.2",4.9,"20,218","20,218",14.8,4.9,"1,953.7",98.9,103.9,2001,2001
805,100.4,180.8,Scott County,547.4,15.1,"19,911","19,911",20.1,5.0,763.4,140.6,35.2,2000,2000
806,132.7,398.2,Scott County,816.8,10.2,"19,588","19,588",30.6,5.1,"1,312.0",178.7,97.0,1995,1995
807,122.4,535.4,Scott County,622.0,10.2,"19,613","19,613",20.4,20.4,"1,218.6",173.4,61.2,1990,1990
808,64.8,384.4,Scott County,402.9,13.9,"21,593","21,593",0.0,9.3,861.4,88.0,74.1,1985,1985
809,8.0,600.5,Scott County,500.4,0.0,"24,981","24,981",4.0,12.0,"1,200.9",24.0,100.1,1980,1980
810,62.3,58.4,Shenandoah County,697.0,0.0,"25,682","25,682",3.9,0.0,841.1,66.2,85.7,2005,2005
811,72.3,132.6,Shenandoah County,614.9,4.0,"24,883","24,883",4.0,4.0,803.8,84.4,56.3,2004,2004
812,57.8,268.4,Shenandoah County,532.7,0.0,"24,215","24,215",4.1,0.0,863.1,61.9,61.9,2003,2003
813,50.7,219.5,Shenandoah County,628.9,0.0,"23,691","23,691",8.4,0.0,920.2,59.1,71.8,2002,2002
814,68.5,449.8,Shenandoah County,723.9,0.0,"23,346","23,346",8.6,4.3,"1,229.3",81.4,55.7,2001,2001
815,91.3,365.3,Shenandoah County,804.6,0.0,"22,992","22,992",13.0,4.3,"1,252.6",108.7,82.6,2000,2000
816,4.6,267.7,Shenandoah County,960.0,0.0,"21,666","21,666",4.6,0.0,"1,264.7",9.2,36.9,1995,1995
817,43.2,278.7,Shenandoah County,451.6,4.8,"20,814","20,814",0.0,0.0,763.9,48.0,33.6,1990,1990
818,10.1,424.7,Shenandoah County,546.1,0.0,"19,778","19,778",0.0,0.0,991.0,10.1,20.2,1985,1985
819,19.8,619.0,Shenandoah County,505.1,0.0,"20,194","20,194",0.0,0.0,"1,163.7",19.8,39.6,1980,1980
820,47.8,217.1,Smyth County,"1,198.2",30.4,"23,034","23,034",47.8,0.0,"1,502.1",125.9,86.8,2005,2005
821,52.1,269.0,Smyth County,"1,175.9",8.7,"23,046","23,046",30.4,4.3,"1,544.7",95.5,99.8,2004,2004
822,47.4,301.8,Smyth County,"1,000.3",0.0,"23,192","23,192",38.8,0.0,"1,405.7",86.2,103.5,2003,2003
823,76.1,308.5,Smyth County,"1,026.9",16.9,"23,663","23,663",38.0,0.0,"1,398.8",131.0,63.4,2002,2002
824,72.9,385.9,Smyth County,969.1,4.3,"23,320","23,320",51.5,0.0,"1,432.2",128.6,77.2,2001,2001
825,56.6,283.0,Smyth County,683.6,4.4,"22,966","22,966",13.1,0.0,"1,053.7",74.0,87.1,2000,2000
826,66.5,177.4,Smyth County,784.8,8.9,"22,553","22,553",13.3,4.4,"1,046.4",93.1,84.2,1995,1995
827,193.2,354.2,Smyth County,529.0,0.0,"21,738","21,738",0.0,13.8,920.0,207.0,36.8,1990,1990
828,153.3,249.7,Smyth County,359.3,17.5,"22,825","22,825",13.1,4.4,644.0,188.4,35.0,1985,1985
829,118.5,688.8,Smyth County,838.0,8.8,"22,792","22,792",8.8,8.8,"1,583.9",144.8,57.0,1980,1980
830,125.3,400.9,Southampton County,"1,421.8",0.0,"15,966","15,966",18.8,25.1,"2,004.3",169.1,181.6,2005,2005
831,82.4,253.6,Southampton County,"1,458.2",0.0,"15,773","15,773",19.0,19.0,"1,851.3",120.5,139.5,2004,2004
832,126.6,329.0,Southampton County,"1,195.9",12.7,"15,804","15,804",0.0,19.0,"1,645.2",158.2,120.2,2003,2003
833,74.7,410.8,Southampton County,"1,170.1",0.0,"16,067","16,067",12.4,6.2,"1,773.8",93.4,192.9,2002,2002
834,120.0,448.5,Southampton County,"1,136.9",0.0,"15,832","15,832",12.6,6.3,"1,762.3",139.0,176.9,2001,2001
835,115.4,436.1,Southampton County,"1,128.8",0.0,"15,592","15,592",6.4,25.7,"1,770.1",147.5,205.2,2000,2000
836,227.6,241.0,Southampton County,415.1,0.0,"14,937","14,937",20.1,13.4,696.3,261.1,40.2,1995,1995
837,125.5,406.4,Southampton County,663.4,12.0,"16,731","16,731",23.9,23.9,"1,129.6",185.3,59.8,1990,1990
838,202.5,525.5,Southampton County,837.5,5.5,"18,268","18,268",32.8,21.9,"1,423.3",262.8,60.2,1985,1985
839,67.7,496.3,Southampton County,654.2,0.0,"17,732","17,732",11.3,16.9,"1,156.1",95.9,5.6,1980,1980
840,121.6,80.2,Spotsylvania County,"1,528.2",0.9,"113,464","113,464",19.4,17.6,"1,681.6",159.5,73.2,2005,2005
841,124.0,91.8,Spotsylvania County,"1,317.6",4.6,"108,911","108,911",9.2,18.4,"1,488.4",156.1,79.0,2004,2004
842,117.4,195.4,Spotsylvania County,"1,612.5",6.7,"103,875","103,875",19.3,22.1,"1,890.7",165.6,82.8,2003,2003
843,93.4,269.5,Spotsylvania County,"1,817.7",3.2,"93,141","93,141",24.7,38.7,"2,166.6",160.0,79.4,2002,2002
844,112.2,226.6,Spotsylvania County,"1,787.8",0.0,"91,790","91,790",26.1,31.6,"2,112.4",170.0,98.0,2001,2001
845,87.4,287.6,Spotsylvania County,"2,069.8",1.1,"90,395","90,395",17.7,21.0,"2,459.2",127.2,101.8,2000,2000
846,57.5,374.0,Spotsylvania County,"2,238.0",4.5,"66,040","66,040",12.1,27.3,"2,786.2",101.5,174.1,1995,1995
847,45.3,392.0,Spotsylvania County,"2,799.5",3.5,"57,403","57,403",7.0,29.6,"3,454.5",85.4,263.1,1990,1990
848,66.2,695.2,Spotsylvania County,"2,262.1",5.5,"36,250","36,250",30.3,33.1,"3,183.4",135.2,226.2,1985,1985
849,84.5,"1,165.0",Spotsylvania County,"1,849.4",11.6,"34,336","34,336",20.4,23.3,"3,218.2",139.8,203.9,1980,1980
850,60.1,137.4,Stafford County,"1,211.0",1.7,"116,437","116,437",34.4,18.0,"1,460.0",114.2,111.6,2005,2005
851,59.8,142.7,Stafford County,"1,203.1",4.5,"112,126","112,126",23.2,15.2,"1,436.8",102.6,91.0,2004,2004
852,67.8,194.1,Stafford County,"1,290.5",5.7,"106,157","106,157",27.3,26.4,"1,623.1",127.2,138.5,2003,2003
853,75.6,195.3,Stafford County,"1,422.5",1.0,"95,254","95,254",31.5,58.8,"1,765.8",166.9,148.0,2002,2002
854,43.7,161.9,Stafford County,"1,536.1",3.2,"93,872","93,872",28.8,19.2,"1,820.6",94.8,122.5,2001,2001
855,77.9,144.9,Stafford County,"1,578.2",3.2,"92,446","92,446",28.1,29.2,"1,889.8",138.5,166.6,2000,2000
856,77.7,229.3,Stafford County,"1,442.2",0.0,"78,493","78,493",26.8,29.3,"1,790.0",133.8,118.5,1995,1995
857,42.5,427.9,Stafford County,"1,342.3",0.0,"61,236","61,236",19.6,18.0,"1,938.4",80.0,168.2,1990,1990
858,25.2,434.0,Stafford County,"1,247.6",2.1,"47,693","47,693",8.4,27.3,"1,824.2",62.9,142.6,1985,1985
859,47.3,662.2,Stafford County,"1,533.6",10.0,"40,168","40,168",19.9,34.9,"2,330.2",112.0,134.4,1980,1980
860,141.4,480.8,Surry County,480.8,0.0,"7,071","7,071",0.0,14.1,975.8,155.6,14.1,2005,2005
861,226.0,367.3,Surry County,791.1,14.1,"7,079","7,079",28.3,42.4,"1,200.7",310.8,42.4,2004,2004
862,152.8,402.9,Surry County,861.5,0.0,"7,197","7,197",27.8,13.9,"1,278.3",194.5,13.9,2003,2003
863,298.5,923.8,Surry County,938.0,14.2,"7,036","7,036",28.4,14.2,"1,876.1",355.3,14.2,2002,2002
864,331.7,605.7,Surry County,879.7,0.0,"6,934","6,934",14.4,14.4,"1,557.5",360.5,72.1,2001,2001
865,234.3,453.9,Surry County,"1,039.7",14.6,"6,829","6,829",14.6,14.6,"1,522.9",278.2,29.3,2000,2000
866,218.1,545.2,Surry County,"1,105.9",15.6,"6,420","6,420",31.2,15.6,"1,791.3",280.4,140.2,1995,1995
867,162.7,"1,122.9",Surry County,"1,464.6",0.0,"6,145","6,145",0.0,48.8,"2,636.3",211.6,48.8,1990,1990
868,111.5,509.7,Surry County,557.5,0.0,"6,278","6,278",15.9,31.9,"1,083.1",159.3,15.9,1985,1985
869,167.3,468.4,Surry County,669.1,0.0,"5,978","5,978",0.0,33.5,"1,204.4",200.7,66.9,1980,1980
870,192.8,527.7,Sussex County,"1,258.2",0.0,"9,855","9,855",40.6,30.4,"2,059.9",263.8,274.0,2005,2005
871,193.1,294.7,Sussex County,"1,371.7",10.2,"9,842","9,842",20.3,10.2,"1,778.1",233.7,111.8,2004,2004
872,128.7,316.8,Sussex County,"1,138.5",0.0,"10,101","10,101",19.8,29.7,"1,554.3",178.2,99.0,2003,2003
873,180.9,504.6,Sussex County,"1,380.4",0.0,"10,504","10,504",9.5,57.1,"2,008.8",247.5,123.8,2002,2002
874,386.4,434.7,Sussex County,"1,246.1",38.6,"10,352","10,352",9.7,48.3,"1,816.1",483.0,135.2,2001,2001
875,255.0,402.2,Sussex County,"1,098.6",9.8,"10,195","10,195",19.6,39.2,"1,628.2",323.7,127.5,2000,2000
876,571.9,686.2,Sussex County,"1,906.2",25.4,"7,869","7,869",12.7,89.0,"2,770.4",698.9,177.9,1995,1995
877,336.4,573.2,Sussex County,"1,196.3",0.0,"8,025","8,025",12.5,74.8,"1,919.0",423.7,149.5,1990,1990
878,231.8,829.6,Sussex County,"1,171.2",0.0,"8,197","8,197",12.2,24.4,"2,025.1",268.4,24.4,1985,1985
879,27.4,556.2,Sussex County,838.9,0.0,"10,967","10,967",27.4,72.9,"1,486.3",127.7,91.2,1980,1980
880,105.4,655.3,Tazewell County,"1,172.3",3.3,"30,367","30,367",32.9,19.8,"1,985.7",161.4,158.1,2005,2005
881,140.2,634.2,Tazewell County,"1,628.9",0.0,"29,959","29,959",46.7,6.7,"2,369.9",193.6,106.8,2004,2004
882,120.9,681.9,Tazewell County,"1,457.9",6.7,"29,768","29,768",30.2,13.4,"2,277.6",171.3,137.7,2003,2003
883,140.8,664.6,Tazewell County,"1,427.4",3.3,"30,545","30,545",32.7,19.6,"2,222.9",196.4,131.0,2002,2002
884,916.9,498.3,Tazewell County,"1,421.9",6.6,"30,101","30,101",39.9,23.3,"2,029.8",986.7,109.6,2001,2001
885,"1,008.6",887.2,Tazewell County,"1,467.4",3.4,"29,644","29,644",54.0,13.5,"2,509.8","1,079.5",155.2,2000,2000
886,360.6,328.7,Tazewell County,730.9,0.0,"31,333","31,333",16.0,3.2,"1,107.5",379.8,47.9,1995,1995
887,331.5,202.2,Tazewell County,487.4,3.3,"30,162","30,162",13.3,0.0,742.7,348.1,53.0,1990,1990
888,325.5,221.1,Tazewell County,433.0,6.1,"32,564","32,564",12.3,6.1,690.9,350.1,36.9,1985,1985
889,44.7,402.5,Tazewell County,605.2,0.0,"33,541","33,541",14.9,14.9,"1,082.3",74.5,74.5,1980,1980
890,78.2,259.1,Warren County,884.7,0.0,"20,458","20,458",9.8,4.9,"1,222.0",92.9,78.2,2005,2005
891,15.1,125.6,Warren County,944.4,0.0,"19,907","19,907",15.1,10.0,"1,175.5",40.2,105.5,2004,2004
892,10.4,197.3,Warren County,"1,069.7",0.0,"19,258","19,258",36.3,20.8,"1,376.1",67.5,109.0,2003,2003
893,10.8,339.8,Warren County,728.1,10.8,"18,542","18,542",16.2,0.0,"1,181.1",37.8,113.3,2002,2002
894,21.9,295.5,Warren County,749.8,0.0,"18,272","18,272",16.4,0.0,"1,149.3",38.3,104.0,2001,2001
895,0.0,250.1,Warren County,644.6,5.6,"17,995","17,995",11.1,0.0,"1,067.0",16.7,172.3,2000,2000
896,0.0,513.6,Warren County,"1,239.0",0.0,"15,577","15,577",12.8,6.4,"1,887.4",19.3,134.8,1995,1995
897,70.1,792.3,Warren County,953.6,21.0,"14,262","14,262",21.0,7.0,"1,837.0",119.2,91.2,1990,1990
898,121.4,"1,045.8",Warren County,"1,307.3",18.7,"10,709","10,709",56.0,0.0,"2,437.2",196.1,84.0,1985,1985
899,0.0,0.0,Warren County,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1980,1980
900,117.7,338.6,Washington County,"1,800.9",0.0,"41,647","41,647",45.6,14.4,"2,235.5",177.7,96.0,2005,2005
901,151.1,497.2,Washington County,"1,574.5",12.2,"41,030","41,030",31.7,9.7,"2,193.5",204.7,121.9,2004,2004
902,98.5,366.9,Washington County,"1,814.6",4.9,"40,614","40,614",34.5,2.5,"2,314.5",140.3,133.0,2003,2003
903,133.5,245.6,Washington County,"1,349.5",2.4,"41,941","41,941",26.2,19.1,"1,707.2",181.2,112.1,2002,2002
904,87.1,229.8,Washington County,"1,175.8",7.3,"41,332","41,332",16.9,7.3,"1,495.2",118.6,89.5,2001,2001
905,44.2,142.5,Washington County,886.9,7.4,"40,703","40,703",17.2,12.3,"1,105.6",81.1,76.2,2000,2000
906,202.2,271.4,Washington County,939.3,8.0,"37,583","37,583",16.0,8.0,"1,338.4",234.1,127.7,1995,1995
907,60.7,532.2,Washington County,697.7,8.3,"36,262","36,262",46.9,11.0,"1,326.5",126.9,96.5,1990,1990
908,34.9,613.6,Washington County,568.7,2.5,"40,094","40,094",29.9,12.5,"1,272.0",79.8,89.8,1985,1985
909,61.8,713.2,Washington County,525.2,7.7,"38,839","38,839",10.3,15.4,"1,320.8",95.3,82.4,1980,1980
910,114.8,315.7,Westmoreland County,990.2,14.4,"13,936","13,936",7.2,35.9,"1,413.6",172.2,107.6,2005,2005
911,137.3,303.4,Westmoreland County,874.2,7.2,"13,842","13,842",7.2,7.2,"1,257.0",158.9,79.5,2004,2004
912,109.6,241.2,Westmoreland County,635.9,0.0,"13,682","13,682",7.3,14.6,"1,023.2",131.6,146.2,2003,2003
913,36.0,244.6,Westmoreland County,647.5,7.2,"13,900","13,900",21.6,7.2,"1,028.8",71.9,136.7,2002,2002
914,94.9,211.7,Westmoreland County,547.5,0.0,"13,698","13,698",7.3,29.2,832.2,131.4,73.0,2001,2001
915,74.1,185.3,Westmoreland County,548.6,7.4,"13,490","13,490",29.7,14.8,845.1,126.0,111.2,2000,2000
916,84.5,576.2,Westmoreland County,945.0,7.7,"13,016","13,016",15.4,7.7,"1,575.0",115.2,53.8,1995,1995
917,72.9,494.0,Westmoreland County,761.3,0.0,"12,348","12,348",48.6,8.1,"1,303.9",129.6,48.6,1990,1990
918,86.2,638.0,Westmoreland County,663.9,8.6,"11,598","11,598",51.7,25.9,"1,345.1",172.4,43.1,1985,1985
919,0.0,0.0,Westmoreland County,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1980,1980
920,145.6,309.5,Wise County,939.3,0.0,"27,466","27,466",14.6,3.6,"1,379.9",163.8,131.1,2005,2005
921,196.9,587.0,Wise County,"1,042.8",14.6,"27,427","27,427",54.7,3.6,"1,768.3",269.8,138.5,2004,2004
922,251.3,455.2,Wise County,888.5,7.3,"27,461","27,461",40.1,0.0,"1,460.3",298.6,116.5,2003,2003
923,188.2,453.8,Wise County,885.5,3.7,"27,104","27,104",18.4,7.4,"1,468.4",217.7,129.1,2002,2002
924,224.6,366.9,Wise County,692.6,7.5,"26,710","26,710",26.2,26.2,"1,198.1",284.5,138.5,2001,2001
925,174.9,425.8,Wise County,726.1,3.8,"26,304","26,304",41.8,11.4,"1,231.8",231.9,79.8,2000,2000
926,11.6,321.3,Wise County,514.8,3.9,"25,833","25,833",3.9,0.0,909.7,19.4,73.5,1995,1995
927,15.7,227.7,Wise County,459.3,3.9,"25,471","25,471",11.8,0.0,726.3,31.4,39.3,1990,1990
928,3.4,467.9,Wise County,400.1,6.8,"29,494","29,494",27.1,0.0,942.6,37.3,74.6,1985,1985
929,140.3,533.7,Wise County,386.6,3.4,"29,232","29,232",13.7,30.8,"1,029.7",188.1,109.5,1980,1980
930,89.4,147.2,Wythe County,583.4,0.0,"19,026","19,026",5.3,5.3,841.0,99.9,110.4,2005,2005
931,105.7,100.4,Wythe County,671.1,0.0,"18,924","18,924",37.0,15.9,866.6,158.5,95.1,2004,2004
932,58.3,127.2,Wythe County,762.9,0.0,"18,875","18,875",26.5,5.3,990.7,90.1,100.7,2003,2003
933,63.1,126.3,Wythe County,678.8,0.0,"19,005","19,005",5.3,0.0,826.1,68.4,21.0,2002,2002
934,32.0,138.8,Wythe County,961.0,10.7,"18,730","18,730",16.0,10.7,"1,137.2",69.4,37.4,2001,2001
935,146.4,216.9,Wythe County,"1,051.8",0.0,"18,445","18,445",5.4,5.4,"1,301.2",157.2,32.5,2000,2000
936,40.7,238.4,Wythe County,837.4,5.8,"17,196","17,196",5.8,11.6,"1,128.2",64.0,52.3,1995,1995
937,97.2,255.2,Wythe County,607.7,0.0,"16,456","16,456",18.2,12.2,905.4,127.6,42.5,1990,1990
938,68.9,200.9,Wythe County,642.8,0.0,"17,423","17,423",0.0,23.0,941.3,91.8,97.6,1985,1985
939,87.0,582.1,Wythe County,750.8,5.4,"18,381","18,381",0.0,5.4,"1,398.2",97.9,65.3,1980,1980
940,27.5,294.7,York County,"1,646.6",3.2,"61,764","61,764",9.7,51.8,"2,023.8",92.3,82.6,2005,2005
941,55.2,156.0,York County,"1,676.6",1.6,"61,554","61,554",14.6,17.9,"1,894.3",89.4,61.7,2004,2004
942,72.8,219.9,York County,"1,446.8",0.0,"60,480","60,480",19.8,26.5,"1,737.8",119.0,71.1,2003,2003
943,136.2,189.6,York County,"1,584.3",0.0,"58,007","58,007",13.8,43.1,"1,844.6",193.1,70.7,2002,2002
944,120.7,169.7,York County,"1,828.0",1.7,"57,166","57,166",5.2,38.5,"2,078.2",166.2,80.5,2001,2001
945,227.4,245.1,York County,"1,527.6",1.8,"56,297","56,297",17.8,33.7,"1,900.6",280.7,127.9,2000,2000
946,66.6,273.8,York County,"2,160.0",1.9,"52,592","52,592",5.7,38.0,"2,517.5",112.2,83.7,1995,1995
947,183.9,539.8,York County,"1,921.2",4.7,"42,422","42,422",25.9,54.2,"2,611.9",268.7,150.9,1990,1990
948,115.9,413.2,York County,"1,345.3",2.5,"39,693","39,693",5.0,22.7,"1,887.0",146.1,128.5,1985,1985
949,105.1,684.3,York County,"1,556.0",2.8,"35,219","35,219",19.9,39.8,"2,334.0",167.5,93.7,1980,1980
